gene_id	control_1	control_2	treatment_1	treatment_2
Glyma.20G088600.Wm82.a4.v1	421	474	270	567
Glyma.20G088700.Wm82.a4.v1	0	0	0	2
Glyma.20G088900.Wm82.a4.v1	0	0	1	0
Glyma.20G089100.Wm82.a4.v1	4	0	0	0
Glyma.20G089200.Wm82.a4.v1	0	0	0	0
Glyma.20G089300.Wm82.a4.v1	133	214	71	159
Glyma.20G089400.Wm82.a4.v1	1701	1571	536	1168
Glyma.20G089500.Wm82.a4.v1	53	15	6	42
Glyma.20G089600.Wm82.a4.v1	103	156	18	45
Glyma.20G089700.Wm82.a4.v1	394	422	128	322
Glyma.20G089800.Wm82.a4.v1	24	8	4	1
Glyma.20G089900.Wm82.a4.v1	677	478	63	296
Glyma.20G090000.Wm82.a4.v1	1128	1210	510	1051
Glyma.20G090100.Wm82.a4.v1	780	685	377	808
Glyma.20G090200.Wm82.a4.v1	18	43	9	23
Glyma.20G090300.Wm82.a4.v1	322	246	106	224
Glyma.20G090400.Wm82.a4.v1	571	500	84	304
Glyma.20G090500.Wm82.a4.v1	33	28	2	34
Glyma.20G090550.Wm82.a4.v1	0	0	0	0
Glyma.20G090700.Wm82.a4.v1	218	256	138	335
Glyma.20G090800.Wm82.a4.v1	0	0	3	3
Glyma.20G090900.Wm82.a4.v1	30	10	7	12
Glyma.20G091000.Wm82.a4.v1	0	0	0	0
Glyma.20G091100.Wm82.a4.v1	2332	2312	565	1787
Glyma.20G091200.Wm82.a4.v1	263	393	148	172
Glyma.20G091300.Wm82.a4.v1	1604	949	298	961
Glyma.20G091400.Wm82.a4.v1	92	43	32	39
Glyma.20G091501.Wm82.a4.v1	0	0	0	0
Glyma.20G091600.Wm82.a4.v1	4	0	0	5
Glyma.20G091700.Wm82.a4.v1	0	0	1	0
Glyma.20G091800.Wm82.a4.v1	16	19	9	20
Glyma.20G091900.Wm82.a4.v1	3	15	5	9
Glyma.20G092000.Wm82.a4.v1	2500	2505	846	1871
Glyma.20G092100.Wm82.a4.v1	0	0	0	0
Glyma.20G092200.Wm82.a4.v1	270	225	130	167
Glyma.20G092400.Wm82.a4.v1	1125	855	453	973
Glyma.20G092502.Wm82.a4.v1	34	26	21	25
Glyma.20G092600.Wm82.a4.v1	0	0	0	0
Glyma.20G092800.Wm82.a4.v1	5	12	13	24
Glyma.20G092900.Wm82.a4.v1	25	47	3	33
Glyma.20G093000.Wm82.a4.v1	334	292	120	206
Glyma.20G093100.Wm82.a4.v1	0	0	0	0
Glyma.20G093200.Wm82.a4.v1	335	354	59	235
Glyma.20G093300.Wm82.a4.v1	0	0	0	0
Glyma.20G093400.Wm82.a4.v1	0	0	0	0
Glyma.20G093600.Wm82.a4.v1	1828	1964	993	1777
Glyma.20G093702.Wm82.a4.v1	11	3	2	5
Glyma.20G093900.Wm82.a4.v1	885	946	417	916
Glyma.20G094000.Wm82.a4.v1	29	61	17	16
Glyma.20G094100.Wm82.a4.v1	0	0	0	0
Glyma.20G094150.Wm82.a4.v1	0	0	0	0
Glyma.20G094200.Wm82.a4.v1	2995	2659	1004	1959
Glyma.20G094300.Wm82.a4.v1	46	57	28	27
Glyma.20G094400.Wm82.a4.v1	56	69	30	65
Glyma.20G094500.Wm82.a4.v1	8	0	6	1
Glyma.20G094600.Wm82.a4.v1	596	406	196	430
Glyma.20G094700.Wm82.a4.v1	80	74	57	129
Glyma.20G094800.Wm82.a4.v1	354	408	137	263
Glyma.20G094900.Wm82.a4.v1	0	0	0	0
Glyma.20G095000.Wm82.a4.v1	548	491	301	382
Glyma.20G095200.Wm82.a4.v1	109	65	26	92
Glyma.20G095300.Wm82.a4.v1	186	127	81	93
Glyma.20G095366.Wm82.a4.v1	1	3	0	6
Glyma.20G095432.Wm82.a4.v1	1	0	0	0
Glyma.20G095500.Wm82.a4.v1	75	79	9	79
Glyma.20G095700.Wm82.a4.v1	90	62	21	43
Glyma.20G095800.Wm82.a4.v1	132	152	53	92
Glyma.20G095900.Wm82.a4.v1	32	21	0	8
Glyma.20G096000.Wm82.a4.v1	275	241	110	240
Glyma.20G096050.Wm82.a4.v1	0	0	0	0
Glyma.20G096100.Wm82.a4.v1	467	495	121	361
Glyma.20G096200.Wm82.a4.v1	0	0	1	0
Glyma.20G096402.Wm82.a4.v1	17	3	10	17
Glyma.20G096700.Wm82.a4.v1	21	115	4	28
Glyma.20G096900.Wm82.a4.v1	289	346	162	187
Glyma.20G097001.Wm82.a4.v1	249	190	84	140
Glyma.20G097102.Wm82.a4.v1	0	9	5	8
Glyma.20G097200.Wm82.a4.v1	81	47	30	58
Glyma.20G097300.Wm82.a4.v1	9	0	0	4
Glyma.20G097400.Wm82.a4.v1	6	47	8	18
Glyma.20G097450.Wm82.a4.v1	0	0	0	0
Glyma.20G097500.Wm82.a4.v1	992	1494	296	707
Glyma.20G097600.Wm82.a4.v1	246	265	168	317
Glyma.20G097700.Wm82.a4.v1	69	30	41	112
Glyma.20G097800.Wm82.a4.v1	122	0	48	33
Glyma.20G098100.Wm82.a4.v1	107	112	62	110
Glyma.20G098200.Wm82.a4.v1	75	51	9	49
Glyma.20G098300.Wm82.a4.v1	20	17	8	12
Glyma.20G098400.Wm82.a4.v1	6390	6380	1899	3990
Glyma.20G098451.Wm82.a4.v1	263	89	115	133
Glyma.20G098500.Wm82.a4.v1	23	18	2	3
Glyma.20G098601.Wm82.a4.v1	0	12	0	0
Glyma.20G098700.Wm82.a4.v1	11	15	0	15
Glyma.20G098800.Wm82.a4.v1	61	81	36	93
Glyma.20G098900.Wm82.a4.v1	0	0	5	0
Glyma.20G099000.Wm82.a4.v1	69	155	44	75
Glyma.20G099100.Wm82.a4.v1	7	15	42	131
Glyma.20G099200.Wm82.a4.v1	150	153	47	167
Glyma.20G099300.Wm82.a4.v1	1325	1388	674	1330
Glyma.20G099400.Wm82.a4.v1	136	88	16	68
Glyma.20G099500.Wm82.a4.v1	59	65	25	75
Glyma.20G099600.Wm82.a4.v1	354	421	143	199
Glyma.20G099700.Wm82.a4.v1	29	43	34	29
Glyma.20G099750.Wm82.a4.v1	0	0	0	0
Glyma.20G099800.Wm82.a4.v1	0	6	0	0
Glyma.20G099900.Wm82.a4.v1	63	106	61	90
Glyma.20G100000.Wm82.a4.v1	48	109	33	105
Glyma.20G100150.Wm82.a4.v1	0	0	0	0
Glyma.20G100200.Wm82.a4.v1	606	666	438	729
Glyma.20G100400.Wm82.a4.v1	1264	1264	585	980
Glyma.20G100451.Wm82.a4.v1	15	0	6	6
Glyma.20G100500.Wm82.a4.v1	115	211	33	106
Glyma.20G100600.Wm82.a4.v1	792	385	152	341
Glyma.20G100701.Wm82.a4.v1	0	0	0	0
Glyma.20G100800.Wm82.a4.v1	179	178	39	132
Glyma.20G100900.Wm82.a4.v1	112	85	32	130
Glyma.20G101000.Wm82.a4.v1	24	44	6	9
Glyma.20G101100.Wm82.a4.v1	93	84	345	330
Glyma.20G101200.Wm82.a4.v1	275	164	89	191
Glyma.20G101300.Wm82.a4.v1	1	0	0	0
Glyma.20G101400.Wm82.a4.v1	30	70	30	57
Glyma.20G101500.Wm82.a4.v1	0	0	0	0
Glyma.20G101600.Wm82.a4.v1	0	0	0	0
Glyma.20G101700.Wm82.a4.v1	556	563	239	499
Glyma.20G101800.Wm82.a4.v1	0	2	0	4
Glyma.20G101900.Wm82.a4.v1	0	0	0	0
Glyma.20G102000.Wm82.a4.v1	80	87	44	60
Glyma.20G102100.Wm82.a4.v1	86	156	111	216
Glyma.20G102200.Wm82.a4.v1	136	235	200	323
Glyma.20G102300.Wm82.a4.v1	23	59	31	52
Glyma.20G102400.Wm82.a4.v1	680	444	229	468
Glyma.20G102500.Wm82.a4.v1	295	251	106	403
Glyma.20G102600.Wm82.a4.v1	64	66	62	87
Glyma.20G102700.Wm82.a4.v1	93	78	51	87
Glyma.20G102800.Wm82.a4.v1	32	52	13	23
Glyma.20G102851.Wm82.a4.v1	9	44	18	31
Glyma.20G102900.Wm82.a4.v1	790	531	85	314
Glyma.20G103100.Wm82.a4.v1	481	404	128	274
Glyma.20G103200.Wm82.a4.v1	1557	1299	551	1111
Glyma.20G103300.Wm82.a4.v1	1102	875	267	576
Glyma.20G103400.Wm82.a4.v1	446	304	169	365
Glyma.20G103500.Wm82.a4.v1	0	0	0	0
Glyma.20G103600.Wm82.a4.v1	0	0	3	16
Glyma.20G103700.Wm82.a4.v1	488	328	179	471
Glyma.20G103800.Wm82.a4.v1	108	68	13	61
Glyma.20G103900.Wm82.a4.v1	0	0	0	1
Glyma.20G104000.Wm82.a4.v1	107	151	48	61
Glyma.20G104200.Wm82.a4.v1	101	191	45	140
Glyma.20G104300.Wm82.a4.v1	618	431	226	446
Glyma.20G104400.Wm82.a4.v1	0	0	0	0
Glyma.20G104500.Wm82.a4.v1	9	30	4	18
Glyma.20G104600.Wm82.a4.v1	29	8	5	20
Glyma.20G104700.Wm82.a4.v1	304	335	148	299
Glyma.20G104800.Wm82.a4.v1	0	0	0	0
Glyma.20G104900.Wm82.a4.v1	57	108	59	61
Glyma.20G105000.Wm82.a4.v1	73	165	59	161
Glyma.20G105200.Wm82.a4.v1	0	0	0	0
Glyma.20G105300.Wm82.a4.v1	80	45	36	125
Glyma.20G105400.Wm82.a4.v1	394	428	208	339
Glyma.20G105500.Wm82.a4.v1	173	189	102	219
Glyma.20G105600.Wm82.a4.v1	28	8	6	9
Glyma.20G105700.Wm82.a4.v1	346	363	167	212
Glyma.20G105800.Wm82.a4.v1	122	129	68	109
Glyma.20G105900.Wm82.a4.v1	232	163	39	58
Glyma.20G106000.Wm82.a4.v1	11	8	14	5
Glyma.20G106100.Wm82.a4.v1	0	0	0	7
Glyma.20G106200.Wm82.a4.v1	8	0	0	2
Glyma.20G106300.Wm82.a4.v1	1600	1716	532	1542
Glyma.20G106351.Wm82.a4.v1	0	1	0	0
Glyma.20G106400.Wm82.a4.v1	138	120	78	156
Glyma.20G106500.Wm82.a4.v1	1822	1943	690	1582
Glyma.20G106600.Wm82.a4.v1	148	147	49	128
Glyma.20G106700.Wm82.a4.v1	0	1	0	0
Glyma.20G106800.Wm82.a4.v1	580	682	425	981
Glyma.20G106900.Wm82.a4.v1	91	80	35	55
Glyma.20G107100.Wm82.a4.v1	870	1226	461	794
Glyma.20G107200.Wm82.a4.v1	48	48	0	12
Glyma.20G107300.Wm82.a4.v1	414	259	195	390
Glyma.20G107400.Wm82.a4.v1	15	0	0	0
Glyma.20G107466.Wm82.a4.v1	3	0	0	0
Glyma.20G107532.Wm82.a4.v1	0	0	0	0
Glyma.20G107600.Wm82.a4.v1	417	611	894	1529
Glyma.20G107700.Wm82.a4.v1	396	184	96	232
Glyma.20G107800.Wm82.a4.v1	376	350	27	215
Glyma.20G107900.Wm82.a4.v1	0	0	0	0
Glyma.20G108000.Wm82.a4.v1	0	0	0	0
Glyma.20G108200.Wm82.a4.v1	0	0	0	0
Glyma.20G108300.Wm82.a4.v1	0	0	0	0
Glyma.20G108400.Wm82.a4.v1	0	0	0	0
Glyma.20G108500.Wm82.a4.v1	2311	2578	1151	1973
Glyma.20G108600.Wm82.a4.v1	31	55	56	77
Glyma.20G108700.Wm82.a4.v1	278	204	67	229
Glyma.20G108800.Wm82.a4.v1	290	252	168	341
Glyma.20G108900.Wm82.a4.v1	126	61	37	70
Glyma.20G109000.Wm82.a4.v1	1168	1386	710	1611
Glyma.20G109100.Wm82.a4.v1	35	11	7	13
Glyma.20G109150.Wm82.a4.v1	0	0	0	0
Glyma.20G109200.Wm82.a4.v1	0	0	0	0
Glyma.20G109400.Wm82.a4.v1	36	53	35	120
Glyma.20G109500.Wm82.a4.v1	0	0	0	0
Glyma.20G109600.Wm82.a4.v1	686	655	339	507
Glyma.20G109800.Wm82.a4.v1	36	6	0	11
Glyma.20G109900.Wm82.a4.v1	724	533	271	556
Glyma.20G110000.Wm82.a4.v1	600	716	65	175
Glyma.20G110100.Wm82.a4.v1	181	118	54	176
Glyma.20G110200.Wm82.a4.v1	244	273	151	246
Glyma.20G110300.Wm82.a4.v1	121	167	98	153
Glyma.20G110400.Wm82.a4.v1	1344	1283	482	1052
Glyma.20G110500.Wm82.a4.v1	40	84	19	38
Glyma.20G110600.Wm82.a4.v1	234	245	80	213
Glyma.20G110700.Wm82.a4.v1	347	394	115	266
Glyma.20G110800.Wm82.a4.v1	1749	1519	1863	3411
Glyma.20G110850.Wm82.a4.v1	0	0	0	0
Glyma.20G110900.Wm82.a4.v1	658	618	173	374
Glyma.20G111000.Wm82.a4.v1	0	0	0	0
Glyma.20G111100.Wm82.a4.v1	840	670	355	685
Glyma.20G111200.Wm82.a4.v1	1585	1198	567	966
Glyma.20G111300.Wm82.a4.v1	224	107	38	112
Glyma.20G111600.Wm82.a4.v1	392	454	116	227
Glyma.20G111700.Wm82.a4.v1	204	199	66	117
Glyma.20G111800.Wm82.a4.v1	20	50	63	119
Glyma.20G111850.Wm82.a4.v1	0	0	0	0
Glyma.20G111900.Wm82.a4.v1	32	79	6	40
Glyma.20G112000.Wm82.a4.v1	0	0	0	0
Glyma.20G112100.Wm82.a4.v1	22	0	0	6
Glyma.20G112200.Wm82.a4.v1	97	160	18	65
Glyma.20G112300.Wm82.a4.v1	0	0	0	0
Glyma.20G112400.Wm82.a4.v1	0	11	0	3
Glyma.20G112600.Wm82.a4.v1	1484	2287	975	2362
Glyma.20G112700.Wm82.a4.v1	0	5	0	0
Glyma.20G112800.Wm82.a4.v1	441	936	331	530
Glyma.20G112900.Wm82.a4.v1	169	199	101	308
Glyma.20G113000.Wm82.a4.v1	0	0	4	2
Glyma.20G113100.Wm82.a4.v1	21	18	3	13
Glyma.20G113200.Wm82.a4.v1	415	496	205	375
Glyma.20G113300.Wm82.a4.v1	130	172	146	285
Glyma.20G113400.Wm82.a4.v1	746	828	348	718
Glyma.20G113500.Wm82.a4.v1	60	49	111	144
Glyma.20G113600.Wm82.a4.v1	2	23	0	10
Glyma.20G113700.Wm82.a4.v1	67	30	25	27
Glyma.20G113800.Wm82.a4.v1	234	153	128	356
Glyma.20G114000.Wm82.a4.v1	728	767	325	865
Glyma.20G114100.Wm82.a4.v1	0	0	1	2
Glyma.20G114200.Wm82.a4.v1	278	345	4091	5657
Glyma.20G114300.Wm82.a4.v1	575	695	331	583
Glyma.20G114400.Wm82.a4.v1	0	6	4	3
Glyma.20G114500.Wm82.a4.v1	1088	1109	521	959
Glyma.20G114600.Wm82.a4.v1	28	50	17	28
Glyma.20G114700.Wm82.a4.v1	831	788	369	968
Glyma.20G114800.Wm82.a4.v1	135	141	92	242
Glyma.20G114900.Wm82.a4.v1	1042	769	163	230
Glyma.20G114933.Wm82.a4.v1	0	0	0	0
Glyma.20G114966.Wm82.a4.v1	0	0	0	0
Glyma.20G115000.Wm82.a4.v1	48	40	5	30
Glyma.20G115100.Wm82.a4.v1	177	179	55	109
Glyma.20G115200.Wm82.a4.v1	0	0	0	0
Glyma.20G115300.Wm82.a4.v1	160	155	168	216
Glyma.20G115500.Wm82.a4.v1	182	381	85	389
Glyma.20G115600.Wm82.a4.v1	344	386	59	181
Glyma.20G115700.Wm82.a4.v1	0	0	0	0
Glyma.20G115800.Wm82.a4.v1	0	12	0	1
Glyma.20G115900.Wm82.a4.v1	2	29	19	6
Glyma.20G116000.Wm82.a4.v1	436	456	135	284
Glyma.20G116100.Wm82.a4.v1	1600	1662	385	738
Glyma.20G116200.Wm82.a4.v1	8	0	0	0
Glyma.20G116300.Wm82.a4.v1	484	357	290	461
Glyma.20G116400.Wm82.a4.v1	382	404	282	534
Glyma.20G116500.Wm82.a4.v1	37	19	19	22
Glyma.20G116600.Wm82.a4.v1	4	0	33	93
Glyma.20G116700.Wm82.a4.v1	12	6	20	20
Glyma.20G116800.Wm82.a4.v1	63	29	5	5
Glyma.20G116900.Wm82.a4.v1	207	214	68	226
Glyma.20G117000.Wm82.a4.v1	71	54	107	145
Glyma.20G117100.Wm82.a4.v1	633	838	234	583
Glyma.20G117150.Wm82.a4.v1	94	51	70	132
Glyma.20G117200.Wm82.a4.v1	52	62	15	20
Glyma.20G117300.Wm82.a4.v1	6	13	1	0
Glyma.20G117400.Wm82.a4.v1	86	63	27	76
Glyma.20G117500.Wm82.a4.v1	0	0	0	0
Glyma.20G117600.Wm82.a4.v1	418	369	135	331
Glyma.20G117700.Wm82.a4.v1	0	0	0	0
Glyma.20G117800.Wm82.a4.v1	148	224	10	33
Glyma.20G117900.Wm82.a4.v1	349	296	223	428
Glyma.20G118000.Wm82.a4.v1	421	355	170	497
Glyma.20G118100.Wm82.a4.v1	0	0	38	53
Glyma.20G118200.Wm82.a4.v1	0	0	0	1
Glyma.20G118300.Wm82.a4.v1	17	21	0	7
Glyma.20G118500.Wm82.a4.v1	0	0	0	0
Glyma.20G118600.Wm82.a4.v1	0	0	0	0
Glyma.20G118700.Wm82.a4.v1	8	2	0	2
Glyma.20G118800.Wm82.a4.v1	0	0	0	0
Glyma.20G118900.Wm82.a4.v1	0	0	0	0
Glyma.20G119000.Wm82.a4.v1	0	0	0	0
Glyma.20G119100.Wm82.a4.v1	578	738	181	398
Glyma.20G119200.Wm82.a4.v1	123	174	26	106
Glyma.20G119300.Wm82.a4.v1	6	9	20	39
Glyma.20G119400.Wm82.a4.v1	0	0	1	6
Glyma.20G119600.Wm82.a4.v1	12	0	0	0
Glyma.20G119700.Wm82.a4.v1	0	0	0	4
Glyma.20G119800.Wm82.a4.v1	14	30	5	12
Glyma.20G119900.Wm82.a4.v1	0	0	0	9
Glyma.20G120100.Wm82.a4.v1	0	0	1	0
Glyma.20G120200.Wm82.a4.v1	24	46	72	104
Glyma.20G120250.Wm82.a4.v1	0	24	8	43
Glyma.20G120300.Wm82.a4.v1	383	588	140	389
Glyma.20G120400.Wm82.a4.v1	0	0	0	3
Glyma.20G120500.Wm82.a4.v1	7	4	0	0
Glyma.20G120600.Wm82.a4.v1	269	133	76	125
Glyma.20G120700.Wm82.a4.v1	146	149	20	73
Glyma.20G120800.Wm82.a4.v1	0	0	0	0
Glyma.20G120900.Wm82.a4.v1	152	264	162	260
Glyma.20G121000.Wm82.a4.v1	242	171	54	159
Glyma.20G121100.Wm82.a4.v1	834	1099	998	2160
Glyma.20G121200.Wm82.a4.v1	413	343	147	425
Glyma.20G121300.Wm82.a4.v1	343	235	111	229
Glyma.20G121400.Wm82.a4.v1	0	5	11	14
Glyma.20G121500.Wm82.a4.v1	36	58	8	23
Glyma.20G121600.Wm82.a4.v1	176	103	89	140
Glyma.20G121700.Wm82.a4.v1	13	28	21	51
Glyma.20G121800.Wm82.a4.v1	302	476	105	255
Glyma.20G121900.Wm82.a4.v1	35	24	12	32
Glyma.20G122100.Wm82.a4.v1	127	90	64	137
Glyma.20G122200.Wm82.a4.v1	333	319	152	336
Glyma.20G122251.Wm82.a4.v1	0	0	0	0
Glyma.20G122300.Wm82.a4.v1	277	345	121	229
Glyma.20G122400.Wm82.a4.v1	125	126	36	78
Glyma.20G122500.Wm82.a4.v1	1694	1863	1852	2853
Glyma.20G122600.Wm82.a4.v1	353	695	190	353
Glyma.20G122800.Wm82.a4.v1	364	678	165	367
Glyma.20G122900.Wm82.a4.v1	14	0	0	4
Glyma.20G123000.Wm82.a4.v1	71	125	31	62
Glyma.20G123100.Wm82.a4.v1	203	76	48	112
Glyma.20G123200.Wm82.a4.v1	320	362	129	283
Glyma.20G123300.Wm82.a4.v1	0	0	0	0
Glyma.20G123400.Wm82.a4.v1	26	63	25	23
Glyma.20G123500.Wm82.a4.v1	9	40	21	96
Glyma.20G123550.Wm82.a4.v1	0	0	0	1
Glyma.20G123600.Wm82.a4.v1	6547	5006	2623	5875
Glyma.20G123650.Wm82.a4.v1	0	0	0	0
Glyma.20G123700.Wm82.a4.v1	191	219	136	276
Glyma.20G123800.Wm82.a4.v1	496	363	251	530
Glyma.20G124000.Wm82.a4.v1	612	961	524	1005
Glyma.20G124100.Wm82.a4.v1	186	174	47	107
Glyma.20G124200.Wm82.a4.v1	19	17	58	53
Glyma.20G124400.Wm82.a4.v1	0	0	0	0
Glyma.20G124500.Wm82.a4.v1	0	0	0	0
Glyma.20G124600.Wm82.a4.v1	273	469	185	316
Glyma.20G124700.Wm82.a4.v1	674	701	299	551
Glyma.20G124800.Wm82.a4.v1	113	65	66	61
Glyma.20G124900.Wm82.a4.v1	26	8	0	7
Glyma.20G125000.Wm82.a4.v1	1168	1344	462	1184
Glyma.20G125100.Wm82.a4.v1	28	37	34	36
Glyma.20G125200.Wm82.a4.v1	761	506	552	858
Glyma.20G125300.Wm82.a4.v1	0	4	0	0
Glyma.20G125400.Wm82.a4.v1	123	295	8	43
Glyma.20G125500.Wm82.a4.v1	38	25	103	62
Glyma.20G125550.Wm82.a4.v1	30	40	9	9
Glyma.20G125600.Wm82.a4.v1	2	10	0	0
Glyma.20G125700.Wm82.a4.v1	422	544	314	528
Glyma.20G125800.Wm82.a4.v1	285	284	250	572
Glyma.20G125900.Wm82.a4.v1	27	12	11	11
Glyma.20G126000.Wm82.a4.v1	210	297	119	343
Glyma.20G126050.Wm82.a4.v1	0	0	0	0
Glyma.20G126100.Wm82.a4.v1	397	333	167	361
Glyma.20G126200.Wm82.a4.v1	20	57	26	15
Glyma.20G126300.Wm82.a4.v1	33	173	12	50
Glyma.20G126400.Wm82.a4.v1	49	84	27	71
Glyma.20G126500.Wm82.a4.v1	494	750	250	470
Glyma.20G126600.Wm82.a4.v1	866	739	330	788
Glyma.20G126700.Wm82.a4.v1	395	419	128	297
Glyma.20G126800.Wm82.a4.v1	69	94	16	42
Glyma.20G126900.Wm82.a4.v1	519	586	183	386
Glyma.20G127000.Wm82.a4.v1	0	0	0	0
Glyma.20G127100.Wm82.a4.v1	0	0	0	0
Glyma.20G127200.Wm82.a4.v1	28	8	17	20
Glyma.20G127300.Wm82.a4.v1	725	621	159	368
Glyma.20G127400.Wm82.a4.v1	151	177	79	131
Glyma.20G127500.Wm82.a4.v1	74	74	24	56
Glyma.20G127600.Wm82.a4.v1	101	148	18	36
Glyma.20G127800.Wm82.a4.v1	911	921	249	629
Glyma.20G127900.Wm82.a4.v1	0	0	0	0
Glyma.20G128100.Wm82.a4.v1	0	12	3	9
Glyma.20G128200.Wm82.a4.v1	37	0	36	47
Glyma.20G128251.Wm82.a4.v1	0	0	0	0
Glyma.20G128300.Wm82.a4.v1	0	0	4	0
Glyma.20G128500.Wm82.a4.v1	0	0	0	0
Glyma.20G128600.Wm82.a4.v1	3059	2241	1124	2837
Glyma.20G128700.Wm82.a4.v1	285	523	160	313
Glyma.20G128800.Wm82.a4.v1	172	162	55	79
Glyma.20G128900.Wm82.a4.v1	141	64	37	100
Glyma.20G129000.Wm82.a4.v1	0	0	0	0
Glyma.20G129100.Wm82.a4.v1	439	476	217	470
Glyma.20G129200.Wm82.a4.v1	283	313	106	245
Glyma.20G129300.Wm82.a4.v1	530	513	97	262
Glyma.20G129400.Wm82.a4.v1	770	629	220	387
Glyma.20G129500.Wm82.a4.v1	50	38	36	50
Glyma.20G129600.Wm82.a4.v1	0	0	0	0
Glyma.20G129700.Wm82.a4.v1	1363	945	886	1545
Glyma.20G129900.Wm82.a4.v1	262	296	842	1353
Glyma.20G130000.Wm82.a4.v1	79	44	322	479
Glyma.20G130050.Wm82.a4.v1	0	0	0	0
Glyma.20G130100.Wm82.a4.v1	7	0	0	2
Glyma.20G130200.Wm82.a4.v1	0	0	0	3
Glyma.20G130300.Wm82.a4.v1	0	0	0	0
Glyma.20G130366.Wm82.a4.v1	249	360	51	147
Glyma.20G130432.Wm82.a4.v1	0	1	5	8
Glyma.20G130500.Wm82.a4.v1	335	343	126	268
Glyma.20G130600.Wm82.a4.v1	0	2	0	0
Glyma.20G130700.Wm82.a4.v1	474	404	285	539
Glyma.20G130800.Wm82.a4.v1	258	162	143	252
Glyma.20G130900.Wm82.a4.v1	504	323	207	435
Glyma.20G131000.Wm82.a4.v1	575	593	182	437
Glyma.20G131100.Wm82.a4.v1	47	55	3	5
Glyma.20G131200.Wm82.a4.v1	45	60	61	58
Glyma.20G131300.Wm82.a4.v1	469	338	102	406
Glyma.20G131400.Wm82.a4.v1	50	44	32	86
Glyma.20G131500.Wm82.a4.v1	128	193	96	199
Glyma.20G131600.Wm82.a4.v1	110	128	230	261
Glyma.20G131700.Wm82.a4.v1	64	36	21	40
Glyma.20G132000.Wm82.a4.v1	19	0	0	13
Glyma.20G132100.Wm82.a4.v1	101	100	28	93
Glyma.20G132200.Wm82.a4.v1	149	53	22	17
Glyma.20G132300.Wm82.a4.v1	0	2	17	14
Glyma.20G132400.Wm82.a4.v1	505	666	564	944
Glyma.20G132500.Wm82.a4.v1	97	91	22	101
Glyma.20G132600.Wm82.a4.v1	102	108	60	145
Glyma.20G132651.Wm82.a4.v1	4186	4009	1515	2004
Glyma.20G132700.Wm82.a4.v1	124	168	57	185
Glyma.20G132800.Wm82.a4.v1	312	307	115	179
Glyma.20G132851.Wm82.a4.v1	0	0	0	6
Glyma.20G132900.Wm82.a4.v1	0	3	7	5
Glyma.20G133000.Wm82.a4.v1	0	0	0	1
Glyma.20G133100.Wm82.a4.v1	30	23	20	26
Glyma.20G133200.Wm82.a4.v1	38	102	240	256
Glyma.20G133300.Wm82.a4.v1	282	312	156	302
Glyma.20G133400.Wm82.a4.v1	328	283	98	218
Glyma.20G133500.Wm82.a4.v1	965	988	399	665
Glyma.20G133600.Wm82.a4.v1	0	0	0	0
Glyma.20G133700.Wm82.a4.v1	0	0	0	0
Glyma.20G133800.Wm82.a4.v1	1186	1093	630	829
Glyma.20G133900.Wm82.a4.v1	165	140	44	80
Glyma.20G134000.Wm82.a4.v1	37	34	120	200
Glyma.20G134100.Wm82.a4.v1	370	475	178	271
Glyma.20G134200.Wm82.a4.v1	0	2	6	3
Glyma.20G134300.Wm82.a4.v1	13	0	2	1
Glyma.20G134500.Wm82.a4.v1	0	0	0	1
Glyma.20G134600.Wm82.a4.v1	53	30	13	35
Glyma.20G134700.Wm82.a4.v1	37	12	8	14
Glyma.20G134800.Wm82.a4.v1	8	23	11	18
Glyma.20G134900.Wm82.a4.v1	13	7	5	12
Glyma.20G135000.Wm82.a4.v1	0	0	3	7
Glyma.20G135100.Wm82.a4.v1	0	0	0	0
Glyma.20G135200.Wm82.a4.v1	1578	1742	2064	3929
Glyma.20G135300.Wm82.a4.v1	9	0	6	4
Glyma.20G135400.Wm82.a4.v1	10	4	0	3
Glyma.20G135500.Wm82.a4.v1	0	0	0	0
Glyma.20G135600.Wm82.a4.v1	58	69	29	68
Glyma.20G135700.Wm82.a4.v1	210	227	143	201
Glyma.20G135750.Wm82.a4.v1	0	0	0	0
Glyma.20G135800.Wm82.a4.v1	355	438	174	380
Glyma.20G135900.Wm82.a4.v1	148	123	40	111
Glyma.20G136000.Wm82.a4.v1	11152	6994	2178	6702
Glyma.20G136100.Wm82.a4.v1	74	107	146	315
Glyma.20G136200.Wm82.a4.v1	370	298	231	406
Glyma.20G136300.Wm82.a4.v1	53	103	68	138
Glyma.20G136400.Wm82.a4.v1	0	0	0	0
Glyma.20G136500.Wm82.a4.v1	0	0	0	0
Glyma.20G136550.Wm82.a4.v1	0	0	0	0
Glyma.20G136600.Wm82.a4.v1	5	0	2	0
Glyma.20G136700.Wm82.a4.v1	0	0	0	0
Glyma.20G136800.Wm82.a4.v1	0	0	0	0
Glyma.20G136900.Wm82.a4.v1	315	280	75	186
Glyma.20G137000.Wm82.a4.v1	39	34	36	32
Glyma.20G137100.Wm82.a4.v1	233	260	145	176
Glyma.20G137200.Wm82.a4.v1	0	0	0	5
Glyma.20G137300.Wm82.a4.v1	75	116	39	55
Glyma.20G137400.Wm82.a4.v1	7	6	14	9
Glyma.20G137500.Wm82.a4.v1	0	0	1	0
